surveyid,form_language,answer_time_90,answer_time_median,survey_name,form_test,survey_duration,userid,seed,survey_end_time,form_lang,creative,form_wave,shortcode,answer_time_min,version,survey_start_time,survey_created,answer_time_75,alphabet,articles,breastfed,child_0-6,child_age,child_name,children_registered,concern_12mo,concern_3yo,concern_5yo,confidence_deal_emotions,confidence_respond_misbehave,consent,count_to_ten,cry_separated,decrease_stress,download_confirm_control,download_confirm_treatment,education,express_feelings,followup_permission,games,healthy_food_groups,hello_again,how_long_use,how_often_use,improve_family,intro_1,intro_1b_control,intro_1b_treatment,intro_3,joke_with_child,know_cog_dev,know_lang_dev,know_name_age,know_phys_dev,know_social_emotional_dev,know_when_vaccine,know_which_vaccine,language,laugh_together,location,lose_patience_punish,make_fun_of,meaning_of_no,movement,multiplication,name_colors,number_children,other_features,parent_age,parent_gender,parenting_stress_1,parenting_stress_2,past_24h_draw,past_24h_outside,past_24h_play,past_24h_read,past_24h_sing,past_24h_stories,payment_processing,personal_needs,physical_punishment,play_on_floor,relationship_to_child,say_name_age,scribble,simple_songs,sit_support,smile_around_child,snap_at_child,sort_pair,tell_story,thankyou_1,thankyou_early,thankyou_optout,thankyou_you_qualify,threaten,track_checkups,track_dev,track_growth,track_vax,using_bebbo,seed_2
d2f7f6b0-be86-470e-ab60-70e340728e2e,serbian,23.966,9.837,UNICEF Bebbo Serbia,,774.749,24191220603802190,3491094270,2023-05-17 20:18:36.205000+00:00,,Ad4_Serbia,0.0,bebborsbaseserb,6.649,3,2023-05-17 20:05:41.456000+00:00,2023-04-10 17:01:03.082+00:00,15.6905,,,No,"Yes, 1",12 to 24 months,Danka,,If the 12-months-old cannot sit up on her own,If the 3-year-old child does not play side by side with other children,,Not confident,Confident,Yes,,True,No,,Yes,Secondary,Wrong,OK,,Five,,,,Yes,OK,,OK,OK,Agree,True,True,,True,True,True,True,Serbian,Agree,Smaller cities,Agree,Agree,Wrong,True,,,1,,24,Woman,Rarely,Most of the times,No,Yes,Yes,Yes,Yes,Yes,,Most of the times,Do not agree,Disagree,Mother,Wrong,True,,True,Disagree,Agree,Wrong,,,,,OK,Agree,,,,,,1
d2f7f6b0-be86-470e-ab60-70e340728e2e,serbian,18.694400000000005,9.175,UNICEF Bebbo Serbia,,757.792,4556162884507842,981677438,2023-05-13 09:20:41.820000+00:00,,Ad3_Serbia,0.0,bebborsbaseserb,6.694,3,2023-05-13 09:08:04.028000+00:00,2023-04-10 17:01:03.082+00:00,13.687,Wrong,,,"Yes, 1",4 to 6 years,Danilo,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Very confident,Very confident,Yes,Wrong,,No,,No,Secondary,,OK,,,,,,Yes,OK,,OK,OK,Strongly agree,True,True,True,True,True,,,Serbian,Strongly agree,Village,Strongly disagree,Strongly disagree,,,Wrong,True,3,,22,Woman,Almost never,,Yes,No,Yes,Yes,Yes,No,,Almost always,Agree,Strongly agree,Mother,,,Wrong,,Strongly agree,Strongly disagree,,True,,,,OK,Strongly disagree,,,,,,1
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,17.9503,8.868500000000001,UNICEF Bebbo Serbia,,422.291,4556162884507842,981677438,2023-06-11 15:20:56.201000+00:00,serbian,Ad3_Serbia,1.0,bebborsendeng,6.417,5,2023-06-11 15:13:53.910000+00:00,2023-06-01 17:32:18.599+00:00,11.319,Wrong,,,,4 to 6 years,Danilo,,,If the 3-year-old child cannot recognize 10 letters of the alphabet,If the 5-year-old child cannot count to ten,Confident,Confident,,Wrong,,Yes,,,,,OK,,,,,,Yes,,,,,Strongly agree,True,True,True,True,True,,,,Strongly agree,,Agree,Agree,,,Wrong,True,,,,,Rarely,Most of the times,Yes,Yes,Yes,Yes,Yes,Yes,,Rarely,Do not agree,Strongly agree,Mother,,,Wrong,,Strongly agree,Agree,,True,,,,OK,Agree,,,,,No,1
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,14.7608,8.1135,UNICEF Bebbo Serbia,,506.749,4631959096927706,435550514,2023-06-09 13:50:47.177000+00:00,serbian,Ad2_Serbia,1.0,bebborsendeng,4.905,5,2023-06-09 13:42:20.428000+00:00,2023-06-01 17:32:18.599+00:00,11.91075,Wrong,Yes,,,2 to 4 years,Natasa,1,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Very confident,Confident,,Wrong,,Yes,,,,,OK,Not sure,,,6+ weeks,Once or twice a month,Yes,,,,,Strongly agree,True,True,True,True,True,,,,Strongly agree,,Strongly disagree,Strongly disagree,,,Wrong,True,,Ne,,,Rarely,Most of the times,Yes,Yes,Yes,Yes,Yes,Yes,,Rarely,Do not agree,Strongly agree,Mother,,,True,,Strongly agree,Disagree,,True,,,,OK,Strongly disagree,Yes,Yes,Yes,Yes,Yes,1
d2f7f6b0-be86-470e-ab60-70e340728e2e,serbian,21.404,10.353,UNICEF Bebbo Serbia,,670.664,4631959096927706,435550514,2023-05-12 00:55:23.586000+00:00,,Ad2_Serbia,0.0,bebborsbaseserb,5.183,3,2023-05-12 00:44:12.922000+00:00,2023-04-10 17:01:03.082+00:00,15.356,True,,,"Yes, more than 1",2 to 4 years,Nataša,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Very confident,Very confident,Yes,True,,No,,Yes,Secondary,,OK,,,,,,Yes,OK,,OK,OK,Strongly agree,True,True,True,True,True,,,Serbian,Strongly agree,Capital,Agree,Strongly disagree,,,Wrong,True,2,,27,Woman,Rarely,Almost always,Yes,Yes,Yes,Yes,Yes,Yes,,Most of the times,Do not agree,Strongly agree,Mother,,,True,,Strongly agree,Disagree,,True,,,,OK,Strongly disagree,,,,,,1
d2f7f6b0-be86-470e-ab60-70e340728e2e,serbian,20.503,11.84,UNICEF Bebbo Serbia,,95107.299,5018366304955137,4212564818,2023-05-12 16:28:32.459000+00:00,,Ad4_Serbia,0.0,bebborsbaseserb,7.524,3,2023-05-11 14:03:25.160000+00:00,2023-04-10 17:01:03.082+00:00,15.0825,Wrong,,,"Yes, more than 1",2 to 4 years,Iris,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Very confident,Confident,Yes,Wrong,,Yes,,Yes,University,,OK,,,,,,Yes,OK,,OK,OK,Strongly agree,True,True,True,True,True,,,Serbian,Strongly agree,Smaller cities,Agree,Disagree,,,Wrong,True,5,,39,Woman,Most of the times,Most of the times,Yes,Yes,Yes,Yes,Yes,Yes,,Rarely,Do not agree at all,Strongly agree,Mother,,,Wrong,,Strongly agree,Disagree,,True,,,,OK,Disagree,,,,,,1
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,17.59060000000003,10.9,UNICEF Bebbo Serbia,,1820.575,5018366304955137,4212564818,2023-06-11 19:33:20.892000+00:00,serbian,Ad4_Serbia,1.0,bebborsendeng,6.86,5,2023-06-11 19:03:00.317000+00:00,2023-06-01 17:32:18.599+00:00,12.094,True,Yes,,,2 to 4 years,Iris,3,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Confident,Confident,,Wrong,,No,,,,,OK,Yes,,,5-6 weeks,2-3 times a week,Yes,,,,,Strongly agree,True,True,Wrong,True,True,,,,Strongly agree,,Agree,Disagree,,,Wrong,True,,"Igre za decu, savete, članke o roditeljstvu...",,,Most of the times,Most of the times,Yes,Yes,Yes,,Yes,No,,Rarely,Do not agree at all,Strongly agree,Mother,,,True,,Strongly agree,Strongly agree,,True,,,,OK,Disagree,Yes,Yes,Yes,Yes,Yes,1
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,29.321800000000017,13.888,UNICEF Bebbo Serbia,,19584.859,5030336277091248,965033113,2023-06-04 23:05:41.524000+00:00,serbian,Ad3_Serbia,1.0,bebborsendeng,7.619,5,2023-06-04 17:39:16.665000+00:00,2023-06-01 17:32:18.599+00:00,20.868,True,,,,4 to 6 years,Sanela,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child sometimes makes up his/her own rules for games,Confident,Not confident,,Wrong,,No,,,,,OK,,,,,,Yes,,,,,Strongly agree,True,True,True,True,Not sure,,,,Strongly agree,,Strongly disagree,Strongly disagree,,,Wrong,True,,,,,Most of the times,Most of the times,Yes,Yes,Yes,No,Yes,No,,Rarely,Do not agree,Strongly disagree,Mother,,,True,,Strongly agree,Strongly disagree,,True,,,,OK,Strongly disagree,,,,,,2
d2f7f6b0-be86-470e-ab60-70e340728e2e,serbian,31.535,15.515,UNICEF Bebbo Serbia,,982.153,5030336277091248,965033113,2023-05-06 10:18:29.931000+00:00,,Ad3_Serbia,0.0,bebborsbaseserb,7.816,3,2023-05-06 10:02:07.778000+00:00,2023-04-10 17:01:03.082+00:00,20.416,True,,,"Yes, more than 1",4 to 6 years,Sanela,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child sometimes makes up his/her own rules for games,Confident,Not confident,Yes,Wrong,,No,Yes,,Secondary,,OK,,,,,,No,OK,OK,,OK,Disagree,Not sure,True,True,False,True,,,Roma,Disagree,Smaller cities,Strongly disagree,Strongly disagree,,,Wrong,True,3,,28,Woman,Most of the times,Rarely,Yes,Yes,No,Yes,Yes,Yes,,Almost never,Do not agree,Disagree,Mother,,,True,,Strongly agree,Disagree,,True,,,,OK,Strongly disagree,,,,,,2
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,26.9768,13.724,UNICEF Bebbo Serbia,,845.447,5114140808711114,724218894,2023-06-24 18:27:35.988000+00:00,serbian,Ad3_Serbia,1.0,bebborsendeng,6.314,5,2023-06-24 18:13:30.541000+00:00,2023-06-01 17:32:18.599+00:00,17.46775,True,Yes,,,4 to 6 years,Viktor,1,,If the 3-year-old child cannot recognize 10 letters of the alphabet,If the 5-year-old child sometimes makes up his/her own rules for games,Very confident,Confident,,True,,No,,,,,OK,Yes,,,1-2 weeks,Once a day,No,,,,,Disagree,True,True,True,True,True,,,,Disagree,,Strongly disagree,Strongly disagree,,,Wrong,True,,"Igre, Savete",,,Rarely,Almost always,Yes,Yes,Yes,Yes,Yes,Yes,,Almost always,Do not agree,Disagree,Mother,,,True,,Disagree,Agree,,True,,,,OK,Strongly disagree,Yes,Yes,Yes,Yes,Yes,1
d2f7f6b0-be86-470e-ab60-70e340728e2e,serbian,24.025,10.809,UNICEF Bebbo Serbia,,697.756,5114140808711114,724218894,2023-05-01 23:44:00.132000+00:00,,Ad3_Serbia,0.0,bebborsbaseserb,5.86,3,2023-05-01 23:32:22.376000+00:00,2023-04-10 17:01:03.082+00:00,15.518,True,,,"Yes, 1",2 to 4 years,Viktor,,,If the 3-year-old child cannot recognize 10 letters of the alphabet,If the 5-year-old child cannot count to ten,Confident,Confident,Yes,True,,No,,No,Basic,,OK,,,,,,No,OK,,OK,OK,Strongly agree,True,True,True,True,True,,,Serbian,Strongly agree,Smaller cities,Strongly disagree,Agree,,,Wrong,True,1,,21,Woman,Rarely,Most of the times,Yes,Yes,Yes,Yes,Yes,Yes,,Most of the times,Do not agree at all,Strongly agree,Mother,,,True,,Strongly agree,Agree,,True,,,,OK,Disagree,,,,,,1
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,19.515800000000013,11.049,UNICEF Bebbo Serbia,,527.197,5363072357128589,3769449111,2023-06-08 16:35:29.689000+00:00,serbian,Ad2_Serbia,1.0,bebborsendeng,7.742,5,2023-06-08 16:26:42.492000+00:00,2023-06-01 17:32:18.599+00:00,15.3955,True,,,,4 to 6 years,Milan,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Confident,Very confident,,True,,Yes,,,,,OK,,,,,,Yes,,,,,Strongly agree,True,True,True,True,True,,,,Disagree,,Agree,Strongly disagree,,,Wrong,True,,,,,Rarely,Most of the times,Yes,Yes,Yes,Yes,No,Yes,,Almost always,Do not agree at all,Strongly agree,Mother,,,True,,Strongly agree,Strongly disagree,,True,,,,OK,Agree,,,,,,2
d2f7f6b0-be86-470e-ab60-70e340728e2e,serbian,36.108,12.999,UNICEF Bebbo Serbia,,2196.77,5363072357128589,3769449111,2023-05-11 12:51:21.343000+00:00,,Ad2_Serbia,0.0,bebborsbaseserb,8.435,3,2023-05-11 12:14:44.573000+00:00,2023-04-10 17:01:03.082+00:00,17.273,Wrong,,,"Yes, 1",4 to 6 years,Jovan,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Confident,Very confident,Yes,True,,Yes,No,,University,,OK,,,,,,Yes,OK,OK,,OK,Strongly agree,True,True,True,True,True,,,Serbian,Disagree,Smaller cities,Strongly disagree,Strongly disagree,,,Wrong,True,2,,39,Woman,Rarely,Most of the times,Yes,Yes,Yes,Yes,No,Yes,,Most of the times,Do not agree at all,Disagree,Mother,,,Wrong,,Disagree,Agree,,True,,,,OK,Strongly disagree,,,,,,2
